0: 598,1195,930,895
1: 1197,930,715,378,817,934
2: 1257,630,3,380,1096
3: 380,1096,13,798,1097
4: 723,798,1146,549,350,846
5: 630,773,806,1096,723,15
6: 352,371,919
7: 17,371,922,501,793,373
8: 801,860,911,20
9: 10,805
10: 377,805
11: 761,817,12,831
12: 934,817,13,11,831,26
13: 3,380,934,12,1097,26
14: 846,823,350,836,1211,493
15: 1147,5,773,723
16: 496,574,812,430,847
17: 7,812,352,371,847
18: 1235,911,8,443,1234
19: 856,1234,923,1072,1200,32
20: 860,8,336,693
21: 35,887,1117
22: 980,1117,924,374,36
23: 929,992,478,1119,892,465,698
24: 810,1195,377,378
25: 899,1252,11,761,831,825,39
26: 1253,12,13,1097,831
27: 674,41,1081,1266,1268,1080
28: 60,387,606,1123,931,1210
29: 493,910,43,30,427,1122,816
30: 427,910,879,863,29,45,1021
31: 890,923,434,1073,1072
32: 1200,1204,19,1072,46,537
33: 602,856,956,1200,1204,548
34: 1094,917
35: 21,968
36: 374,22,560,861,983,37
37: 611,374,36,560,38,983,362
38: 560,1119,892,359,37,362
39: 627,998,698,899,25,1252,1007
40: 359,1007,998,872,1051,1247
41: 825,674,627,27,1266
42: 1268,1080,931,1052,1010,1008
43: 1123,1211,493,910,29,1122
44: 562,816,1015,1217,1215,61
45: 434,863,30,427,1021,1054,1055
46: 1011,1073,1072,32,63,537
47: 1204,602,1306,654,524,782
48: 653,444,935,1304,1028
49: 1305,447,1032,1034,672
50: 1028,447
51: 411
52: 839,411,462,1071,707
53: 467,354,356,1039,1109,1108
54: 356,1302,1149,651
55: 1221,1255,1220,419,1156,74
56: 584,628,881,624,1255,1254
57: 885,1051,1247,1246,75,490
58: 634,885,1010,490,809,59
59: 495,58,1052,1010,809,1145
60: 28,931,1210,1008,1053,507
61: 712,1217,44,1215,608,456
62: 747,476,1054,63,1055,1238
63: 1055,1073,46,1011,62,747
64: 719,747,476,518,1056,82
65: 1057,1026,480,725,406,769
66: 444,1304,914,1305
67: 85,84,663,482,1032,1036,485
68: 790,751,1120,665,561,1121
69: 70,1237,1045,395,667,536
70: 69,1237,667,88,1277
71: 91,777,902,1152,569,1137
72: 1042,707,575,1151,91,777
73: 675,93,419,902,1157,800,504
74: 1156,55,419,1157,579,509
75: 1254,1246,57,490,1166,683,792
76: 516,77,1100,1139,815,1004
77: 1145,1144,573,1100,76,516
78: 431,507,835,697,848,875
79: 608,712,848,688,704,335
80: 100,712,456,964,704,746
81: 1236,100,850,837,375,101
82: 850,719,64,1056,722,83
83: 722,82,850,101,401,102
84: 67,85,482,725,1036,1214,609
85: 67,84,485,609,1120,1216
86: 729,1074,106,1005,948
87: 426,343,751,451,665
88: 1277,582,639
89: 577,828,499,740,109,878
90: 1239,670,577,1069,828
91: 71,72,1151,670,777,1152
92: 1088,800,1136,504,678,756,786
93: 1303,762,1220,675,419,73,1157
94: 584,1156,1166,424,509,1167
95: 114,532,1138,1101,570,1062
96: 1004,815,97,1143,572,116,1294
97: 540,96,1004,1079,98,116,1294
98: 1079,540,437,1134,97,1130,116
99: 704,335,746,827,1118,559
100: 80,964,1236,81,837,746
101: 81,850,83,375,102,1124
102: 401,83,101,1124,563,121
103: 858,406,1214,681,1170,857,585
104: 857,1216,561,409,498
105: 738,870,590,86,412,1005
106: 1074,807,953,948
107: 127,953,642,958
108: 828,494,1069,1267
109: 596,740,89,1153,878,1191
110: 1044,131,1020,1153,878,526
111: 1020,569,1137,1136,131,678
112: 344,1315,1089,133,1317,658
113: 579,509,1167,1088,545,954
114: 95,532,1138,954,1065,134
115: 1139,815,1062,889,366,1143
116: 1294,647,96,97,1079,98,1295
117: 1316,647,1295,1314,666,367
118: 1118,1130,559,567,400,1116
119: 830,827,559,1116,975,407
120: 975,407,978,785,489,483
121: 563,1125,102,1124,926,141
122: 1168,1170,563,1125,1076,547
123: 757,1076,988,585,143,144
124: 622,757,886,1178,439,1240
125: 145,1240,412,1178,738,1286
126: 1005,511,737
127: 107,533
128: 1276,582,1251
129: 781,544,1190,479,1086,765
130: 1153,1191,526,1231,1298,650
131: 499,569,1020,111,878,110
132: 1128,1020,678,756,1044,344
133: 1315,1089,684,112,789,658,345
134: 690,114,532,1065,684,360
135: 1142,896,366,364,696,702,662
136: 896,702,137,500,706,506,928
137: 659,1314,572,647,702,1316,136,706
138: 666,367,400,687,820,709
139: 826,999,732,140,158,834,428
140: 732,158,1300,826,139,1301
141: 1090,926,1125,121,802,744
142: 539,1090,547,143,1092,1077
143: 1076,547,123,142,1077,144
144: 439,845,143,757,123,1077
145: 125,1240,1286,146,1242,1287
146: 1242,145,1287,165,1186,1280
147: 1281,641,737,167,865,986,334
148: 544,635,1269,1250,1087,479
149: 781,735,765,170,1189,1244,595
150: 1229,613,1231,650,1188,616
151: 1044,1128,1227,152,1229,1129
152: 1317,763,1128,151,1129,565
153: 789,154,345,645,1288,814,173,898
154: 360,876,789,153,645,1288
155: 156,1176,803,403,671,1024
156: 155,884,506,1313,928,803,811,403
157: 1313,928,1312,657,1102,811
158: 732,140,820,785,999,139
159: 1148,826,1301,1228,629,576,180
160: 1228,629,1256,1258,1225,1140
161: 453,181,1140,615,162,944,971
162: 1141,615,1023,520,161,944,971
163: 648,1023,1132,1131,182,1293
164: 568,439,845,622,523,1033
165: 594,1186,146,1280,1155,578
166: 1155,578,680,357,866,463
167: 737,1063,474,986,334,1067
168: 1083,169,993,188
169: 1082,874,1083,168,188
170: 781,1086,1299,149,1249,595
171: 1245,625,1248,1233,621,730
172: 491,814,173,564,883,1163
173: 345,153,491,814,172,898,1163
174: 194,583,883,1163,365,1014
175: 194,1177,1014,589,487,195
176: 1176,803,398,884,1177,905
177: 946,811,403,552,1024,1135,196
178: 1182,1102,1107,515,552,566
179: 515,834,1182,962,428,592,794
180: 1228,629,1148,159,181,355,685
181: 453,161,1228,1140,180,944,355
182: 1023,971,163,556,183,1293
183: 182,556,1111,1293,1110,184
184: 1175,202,183,1292,1293,1110
185: 357,1187,979,1154,700,204
186: 990,986,1067,1002,206,1159
187: 464,713
188: 993,169,705,341,189
189: 993,188,468,726,209,1003
190: 595,1244,1245,386,586,621
191: 1127,1126,531,211,742,1060
192: 607,1212,1126,891,1213,193
193: 749,1213,365,192,1212,795
194: 174,583,1177,905,1014,175
195: 764,175,589,487,216,1019
196: 1024,177,946,503,897,1133,767
197: 1133,946,1135,198,566,423,780
198: 592,566,1182,1135,197,423,1183
199: 1150,962,794,200,349,673,859
200: 1148,1150,199,685,673,353,832
201: 453,944,855,355,689,1068,901
202: 1175,184,1110,535,588,223
203: 979,1175,700,588,224,1174
204: 938,700,357,185,866,661
205: 463,866,818,1158,1320,1321
206: 818,1158,1002,186,1159,580
207: 713,822
208: 977,721,985,459
209: 726,1003,721,228,1000
210: 1171,1016,1194,1091,1169,505,599
211: 1061,531,1248,1233,191,742
212: 1196,591,389,742,1060,213
213: 1060,607,591,212,1179,339,1181
214: 385,749,215,1041,393,984
215: 795,487,749,764,214,385
216: 1019,508,764,195,758,414
217: 950,508,414,396,236,745
218: 420,780,238,783,394,867
219: 349,1183,423,859,238,788,1265
220: 637,1270,1271,636,221,1272
221: 440,1271,796,220,1272,415
222: 748,796,1068,1070,901,752
223: 588,418,202,535,655,1308
224: 203,588,418,1174,808,446
225: 1099,933,449,454,425,550
226: 818,1320,822,435,864,227
227: 822,966,970
228: 1000,721,985,247
229: 386,586,1278,640,1171,1091
230: 1091,640,1279,1169,1093,546
231: 1196,591,599,510,1181,1031
232: 338,982,339,1181,849,1031
233: 517,849,708,393,842,234
234: 1017,854,393,984,517,233
235: 519,1105,593,1291,253,272
236: 396,414,217,745,553,530,1058
237: 525,1040,862,783,394,960
238: 423,219,218,780,788,1265,867
239: 433,859,1265,636,633,1273
240: 1205,601,637,1272,415,258,241
241: 882,1272,527,415,1205,240,1046
242: 243,1192,893,655,1308,759
243: 1192,242,900,759,597,736
244: 425,446,808,903,799,263
245: 813,1284,1226,1285
246: 913,550,813,1284
