0: 1195,930
199: 1150,962,794,349,200,673
200: 685,1150,199,673,832,353
201: 355,855,453,689,1068,901
202: 184,535,1110,1175,223,588
203: 1175,979,700,224,588,1174
204: 866,357,185,700,661,938
205: 463,1158,866,818,661,959,864
206: 580,186,1158,990,818
207: 713,382
208: 977,459,985
209: 1003,721,726,1000,228,824
210: 1171,1091,599,1194,1169,505
211: 191,1233,1061,531,1248,742
212: 742,1060,389,1196,591,213
213: 1179,339,212,1060,607,591,1181
214: 749,215,1041,385,393,984
215: 749,795,487,764,214,385
216: 195,1019,764,508,758,414
217: 745,950,508,396,414,236
218: 783,420,780,238,867,394
219: 859,1183,349,238,423,788,1265
220: 221,440,353,636,433,637
221: 220,440,415,796,637,240
222: 1070,901,1068,796,748,752
223: 535,202,655,588,418,242
224: 588,418,203,446,1174,808
225: 933,449,454,1099,425,550
226: 822,818,580,864,435,227
227: 822,226,435,966,970
228: 824,721,726,209,985,247
229: 1000,386,1091,640,230
230: 546,1169,229,1091,1093,640
231: 1031,1181,599,1196,591,510
232: 849,339,1031,1181,338,982
233: 708,849,234,393,842,517
234: 393,984,233,854,517,1017
235: 1105,646,519,593,253,272
236: 530,396,217,745,553,1058
237: 1040,394,783,862,960,525
238: 423,780,219,218,867,788
239: 636,433,859,633,1265,1064
240: 241,221,415,258,637,601,1205
241: 240,415,527,601,1205,882
242: 655,223,418,893,759,243
243: 736,893,242,759,1192,900
244: 446,808,425,903,263,799
245: 1098,264,1226,643
246: 457,264
247: 248,228,824,942,985,640
248: 247,1093,640,945,368
249: 925,471,955,250,915,947
250: 955,391,249,947,267,949
251: 703,513,638,951,268,269
252: 951,842,1006,517,513,952
253: 593,235,1185,272,957,1199
254: 1058,646,255,1059,711,1222
255: 1059,960,254,525,273,1222,1223
256: 525,1040,963,1223,379,1106
257: 692,1104,932,1106,275,716
258: 637,636,1066,240,554,967,601
259: 260,1202,973,976,276,1260
260: 1205,1202,601,882,259,976,1193
261: 597,1192,1046,882,1193,278
262: 903,900,263,991,997,1050
263: 244,262,903,529,799,997,1050
264: 246,245,643
265: 717,724,605
266: 677,912,471,724,915,682
267: 250,638,949,369,686
268: 686,638,251,269,410,750,753
269: 251,951,268,695,753,754
270: 372,921,1184,957,760,287
271: 623,1241,1184,600,287,1198
272: 235,646,253,711,1199,522
273: 1222,255,442,1223,909,612
274: 448,932,452,716,943,937
275: 718,381,1104,257,716,779
276: 383,973,259,1260,727,888
277: 631,976,1261,1260,727,293
278: 1203,597,261,976,1261,1193,1201
279: 736,1203,991,388,604,1048
280: 853,1012,528,1027,1164
281: 390,1098,529,245,1226
282: 1208,1113
283: 1113,829,282,1114
284: 701,370,369,686,829,750
285: 753,410,417,754,340,300,312
286: 1218,1219,610,841,1085,347
287: 270,1184,760,271,610,1198
288: 880,623,1243,289,429,361
289: 766,772,1030,927,1243,288,361
290: 442,909,448,772,873,937
291: 779,718,383,292,1232,307,888
292: 1232,452,779,291,617
293: 1172,727,277,631,660,679
294: 660,1172,472,1173,587,295
295: 908,294,472,587,804,309
296: 1165,581,728,472,1164,804
297: 614,1027,821,280,676,741
298: 829,701,283,337
299: 699,833,701,410,750,298,340
300: 312,285,417,760,1218,1084,1085
301: 314,841,347,484
302: 1037,429,880,774,840,852
303: 868,880,361,603,1037,1207
304: 603,766,873,877,305,397
305: 877,304,399,397,1049,664
306: 557,1232,307,1230,402,1115
307: 888,291,1232,405,306,402
308: 679,405,402,904,669,477
309: 656,295,908,804,310
310: 804,776,481
311: 1165,581,432,916
312: 300,285,417,936,340,1084
313: 543,1084,731,871,940
314: 301,347,774,315,965
315: 774,314,852,450,969
316: 868,1207,1206,455
317: 733,974,981,318,497,851
318: 981,1009,733,473,1112,317
319: 329,328,1001
320: 502,739,981,1009,319,329
321: 755,477,421,771,894,1264
322: 1264,1013,632,1262
323: 965,1018,787,486
324: 969,450,961,791,1022,797
325: 1025,819,488
326: 961,455,492,1029,797,1025
327: 649,492,720,851,819,1035
328: 497,319,1035
329: 319,1038,1001
332: 343,672,1034,790
333: 853,676,741,432
334: 865,147,641,986,680,1002
335: 79,688,704,1134,1118,99
336: 956,693,1094,34,445
337: 298,436
338: 1031,232,391,982,949,703
339: 1179,213,591,1181,232,849,708
340: 936,410,753,285,299,833,312
341: 466,705,735,188,189,468
342: 926,978,830,375,1124,975
343: 332,451,87,751,538
344: 756,678,132,112,1128,658
345: 153,133,789,658,763,814
346: 1127,564,770,565,491,531
347: 286,1219,841,774,840,301,314
348: 784,630,2,1257
349: 794,1183,199,859,219,673
350: 549,846,775,836,14
351: 734,574,844
352: 844,6,17,812,371
353: 440,832,200,673,433,220
354: 358,968,458,861,53,356
355: 201,855,1148,181,180,453,685
356: 1108,1149,53,358,354,54
357: 866,204,578,1187,166,185
358: 354,987,356,54,869
359: 1007,892,38,362,872,40
360: 134,684,789,690,876,154
361: 766,289,880,288,603,303
362: 38,359,37,611,872,881
363: 634,885,998,41,1266,627,1051
364: 690,876,889,366,135,696
365: 1014,883,174,1213,193,795
366: 135,889,115,1143,364,1142,896
367: 907,666,117,138,709,512
368: 912,1093,945,717,724
369: 947,267,370,918,686,284
370: 918,558,369,1113,829,284
371: 7,919,17,922
372: 921,270,695,417,754,760
373: 7,922,911,501,18,1235,618
374: 1117,22,924,805,992,461
375: 1124,81,101,830,837,342
376: 1030,711,1222,522,927,612
377: 805,992,10,810,24,929
378: 1,817,930,895,478,761
379: 932,1106,256,442,1223,448
380: 2,1257,934,3,1097,13
381: 718,275,554,1104,967,973
382: 713,1159,580,822,207
383: 276,718,973,779,291,888
384: 168,977
385: 1047,758,215,764,214,984
386: 586,190,1244,1000,714,229,1091
387: 1081,541,606,1123,931,1080,28
388: 604,279,1012,1048,728,1173
389: 730,1248,1016,212,742,1194,1196
390: 281,529,1050,1027,614
391: 955,250,510,1031,338,949
392: 852,1037,868,455,969,961
393: 234,984,1041,214,233,708
394: 237,1040,783,218,867,1043,1263
395: 462,1045,69
396: 414,1047,758,217,1103,553,236
397: 1207,1206,603,304,305,1049
398: 1161,645,662,884,176,905
399: 1230,877,943,617,305,664
400: 118,567,1116,666,138,687
401: 722,83,668,102,1168,563
402: 1115,307,405,306,308,669
403: 155,803,156,157,811,1024,177
404: 1253,26,422,775,541,674,1081
405: 679,727,307,888,402,308
406: 103,1214,65,725,769,681
407: 119,1116,975,687,785,120
408: 1064,633,1043,1263,963,692,534
409: 561,104,498,590,1180,694
410: 750,268,701,753,285,299,340
411: 555,996,51,462,52,1071
412: 105,590,694,1178,125,738
413: 160,743,744,1092,1256,571,1225
414: 396,216,508,758,217,950
415: 796,221,748,241,240,527
416: 893,748,655,752,1046,527
417: 754,372,285,760,300,312,1218
418: 224,588,223,242,808,759
419: 762,93,1220,55,1157,74
420: 783,218,767,780,1133,778
421: 771,904,587,908,321,477,1264
422: 549,13,26,404,1253,775
423: 238,197,198,1183,780,219
424: 1166,1167,94,1101,683,1138
425: 1099,446,225,933,244,799
426: 1075,1074,807,106
427: 910,29,30,1015,816,1021
428: 576,962,834,826,139,179
429: 1198,623,1243,880,288,840,302
430: 846,823,1146,1147,16,496
431: 60,507,1217,1053,848,78,608
432: 1165,333,916
433: 636,239,859,673,353,1265,220
434: 45,890,863,31,1073,1055
435: 966,913,864,226,454,227
436: 337,731
437: 688,875,1078,540,1134,98
438: 793,496,843,879,920
439: 845,144,757,124,622,164
440: 832,353,1068,221,220,796
441: 940,1018
442: 1223,273,379,909,290,448
443: 20,8,18,1234,856
444: 1095,602,914
445: 34,917,1095
446: 1174,224,933,808,244,425
447: 672,1028,50,1034
448: 274,442,932,379,290,937
449: 661,938,959,225,933,454
450: 939,315,324,969,791
451: 941,538
452: 716,274,779,943,617,292
453: 161,181,944,201,355,689
454: 449,959,864,225,435,913
455: 868,392,316,961,326,1029
456: 712,80,1215,61,994,964,100
457: 227,970,246
458: 980,861,35,21,968
459: 942,985
460: 1033,523,1132,1186,989,594
461: 992,22,374,1119,560
462: 395,69,536
463: 680,166,1158,1002,866,205
464: 691,1067,990,187
465: 478,929,23,698,899
466: 341,1087,479,765,705,735
467: 710,968,1039,53
468: 189,341,735,1189,1003,714
469: 717
470: 974,1206,1049,316,1029,720
471: 546,249,925,266,915
472: 728,1173,294,295,804
473: 733,664,557,1112,318
474: 1063,167,642,127,737,533
475: 669,1115,1112,755,1009,739
476: 1238,62,747,64,619,719,82
477: 321,755,308,904,669,421
478: 465,24,895,929,761
479: 1087,544,148,1190,129,765,466
480: 65,518,1026,1056,722,769
481: 310,311,776
482: 782,914,663,1036,67,84
483: 120,785,489,158,732,652
484: 906,543,841,940,301
485: 1120,85,1032,67,790,68
486: 
487: 175,195,1014,215,795,764
488: 1022,797,1025
489: 802,743,978,120,483,1256,652
490: 792,75,57,1246,58,809
491: 565,763,814,172,346,564
492: 1029,720,819,327
493: 843,823,14,43,910,29
494: 1069,828,1160,1267,740,108
495: 1145,1052,59,835,697,1144
496: 16,847,430,823,438,843
497: 851,317,319,1035,328
498: 857,104,858,409,988,886,694
499: 569,1152,577,89,878,131
500: 662,135,136,896,884,506
501: 373,920,890,618
502: 320,739,894,329,1038
503: 1024,1019,671,196,508,897
504: 800,92,73,902,1137,1136
505: 210,599,1169,510,925,955
506: 803,156,500,136,884,928
507: 1008,835,931,60,431,78
508: 897,1019,503,216,414,217,950
509: 1167,94,1156,579,74,113
510: 599,505,1031,231,955,391
511: 958,948,1005,642,126
512: 709,907,367,657,1107,972
513: 251,703,982,842,951,252
514: 994,1015,1021,1054,1215,1238
515: 1107,972,999,834,178,1182,179
516: 77,1144,1078,76,1004,540
517: 1006,1017,233,234,842,252
518: 521,1011,64,1026,1056,480
519: 593,854,1103,1017,235,1105
520: 838,1141,568,162,1131,971,1023
521: 518,1011,46,537,524,1026
522: 600,1199,272,711,1030,376,1241
523: 164,622,1240,1242,460,1033,1186
524: 1026,537,47,782,521,1057
525: 256,237,1040,255,960,1223
526: 130,110,1044,1227,1231,1229
527: 1046,415,748,241,416,882
528: 1027,997,1050,1012,1048
529: 1098,799,263,1050,390,281
530: 236,745,862,1058,1059,960
531: 770,1061,1127,346,211,191
532: 889,95,1062,114,134,690
533: 691,127,1063,474
534: 692,1064,408,1066,554,1104
535: 1111,1110,1070,202,655,752,223
536: 620,1239,1071,69,70,1237
537: 32,1204,46,521,524
538: 451,1075
539: 571,142,1092,1077,838,1141
540: 97,516,1078,437,1004,98
541: 775,404,836,387,1081,606
542: 1082,1251,626,1250,874
543: 313,1084,841,1085,940,484
544: 1269,148,1267,1190,479,129
545: 113,954,1088,786,1089,1065
546: 230,1169,1093,912,471,925
547: 1125,1090,122,143,1076,142
548: 33,1095,602,444
549: 422,798,1097,4,350,775
550: 813,225,454,1099
551: 1101,683,792,573,1100,570
552: 178,1102,811,566,177,946,1135
553: 396,1103,236,1105,1058
554: 1104,1066,258,534,967,381
555: 411,1039,1109,839,52
556: 182,944,689,183,1111,1110
557: 306,1230,1115,473,664,1112
558: 605,682,370,918,1208,1113
559: 99,827,1118,118,119,1116
560: 461,1119,36,38
561: 1216,104,1120,1121,409,1180
562: 1122,1210,816,1217,1053,44
563: 1168,122,401,121,102,1125
564: 1127,346,491,172,883,891
565: 491,152,763,1129,770,346
566: 1182,552,178,197,1135,198,592,1183
567: 1079,1130,118,400,666,647
568: 845,838,164,520,1131,1033
569: 499,1152,71,1137,111,131,1020
570: 95,1062,1101,551,1100,1139
571: 539,1092,413,160,1141,1225,615
572: 702,1142,96,1143,116,659
573: 1100,792,809,1145,551,77
574: 773,844,1147,16,812
575: 1042,1149,651,72,777,675
576: 962,428,826,159,1148,1150
577: 89,90,670,1152,828,499
578: 594,1187,165,1155,166,357
579: 74,1157,509,800,1088,113
580: 206,818,382,1159,822,226
581: 1165,296,804,310,311
582: 639,88,128,1162,1160
583: 173,898,1161,174,1163,194,905
584: 1156,1255,56,1254,1166,94
585: 858,681,103,1170,1076,988,123
586: 386,190,621,1016,1091,1171
587: 904,1172,294,295,908
588: 224,418,202,203,1175,223
589: 1019,671,1177,1176,175,195
590: 1180,409,694,105,412
591: 212,1196,339,213,1181,231
592: 198,1183,566,1182,179,794
593: 519,1006,1017,235,1185,253
594: 578,1187,460,165,1186,989,1154
595: 190,1244,149,170,1249,1189,1245
596: 740,108,109,544,1190,1191
597: 1192,261,736,278,1203
598: 0,930,1197
599: 1194,1196,210,505,510,231
600: 1199,522,1184,271,1241
601: 967,258,637,241,240,260,1205,1202
602: 1200,548,33,1204,444
603: 304,766,361,303,1207,397
604: 388,1203,279,660,1201,1173
605: 682,558,265,1209,1208
606: 1123,541,836,1211,387,28
607: 1126,1060,1212,192,1179,213
608: 79,431,1217,1053,61,848,712
609: 84,85,1214,857,1216
610: 1219,760,287,1218,286,1198
611: 983,37,995,362,1221,881,628
612: 927,909,273,1222,376
613: 1229,150,1129,770,616,1061
614: 297,390,1226,1027,821,1224
615: 162,1140,571,1141,1225
616: 1233,1061,613,150,625,1188
617: 452,943,292,1232,399,1230
618: 31,501,373,1235,890,923
619: 719,994,476,1238,964,1236
620: 536,1239,52,1071,707,1151
621: 1016,190,1245,171,586,730,1171
622: 124,439,523,164,1240
623: 271,1241,1243,1198,429,288
624: 872,1247,56,881,1246,1254
625: 1188,1249,616,1233,1245,171
626: 635,1162,1251,148,1250
627: 41,1266,39,1252,825,998,363
628: 56,881,611,1221,55,1255
629: 159,140,1258,160,1225,1228,180
630: 1259,348,2
631: 277,1261,660,1201,1172,293
632: 1262,322,1013
633: 1265,867,788,636,239,1263,1064,408
634: 363,885,1266,42,1268,1010,58
635: 626,1162,1160,1267,1269,148,1250
636: 433,239,633,220,1064,1066,258,637
637: 258,636,221,220,1066,240,601
638: 949,267,251,703,686,268
639: 582,667,70,1069,494,1160
640: 1093,824,229,248,247,230
641: 147,768,644,146,334,865
642: 126,958,511,107,127
643: 264,1226,1224
644: 146,125,738,768,145,641
645: 696,876,154,662,898,1161,398
646: 235,1105,254,1058,272,711
647: 666,117,116,567,1079,659
648: 1154,979,163,989,183,184,1175
649: 327,1035
650: 1231,1086,130,781,150,170,1188
651: 1149,54,575,762,93,675
652: 1256,1258,483,489,743,732,140
653: 935,66,1095,48,444
654: 47,782,602,444,914
655: 752,535,223,893,416,242
656: 309,908,310,1013,776
657: 706,907,512,157,1107,178,1102
658: 763,344,112,133,1128,152,345
659: 116,572,702,647,117,137
660: 1201,631,604,1172,293,294,1173
661: 449,938,866,204,205,959
662: 500,135,696,645,896,398,884
663: 49,914,482,1032,67
664: 733,473,305,399,1230,557,1049
665: 1074,729,68,87,751,1121
666: 647,117,567,400,138,367
667: 1045,70,639
668: 769,681,722,401,1168,1170
669: 475,402,1115,308,755,477
670: 1239,1151,91,90,1152,577
671: 1019,589,1176,155,503,1024
672: 447,1034,1032,790,332
673: 349,199,200,859,353,433
674: 27,825,404,1253,41,1266,1081
675: 575,651,93,777,73,902
676: 741,333
677: 266,724,265,605,682
678: 1136,756,111,1020,132,344
679: 405,727,1172,293,308,904
680: 463,1155,334,865,166,1002
681: 769,668,103,406,1170,585
682: 605,558,677,266,915,918
683: 1101,551,1166,792,75,424
684: 133,789,1089,1065,134,360
685: 200,1148,180,1150,355,855,832
686: 268,267,638,369,284,750
687: 785,400,1116,407,138,820
688: 437,848,875,79,335,1134
689: 453,944,201,556,1070,901,1111
690: 364,876,134,532,889,360
691: 533,464
692: 534,408,963,1104,1106,257
693: 336,956,443,856,33
694: 1178,498,409,590,886,412
695: 951,952,269,372,921,754
696: 645,364,876,135,662
697: 835,495,78,875,1144,1078
698: 465,23,899,39,892,1007
699: 299,833,701,298,337,436
700: 979,185,204,203,938,1174
701: 284,829,410,750,298,699,299
702: 572,1142,659,136,896,137
703: 251,513,338,982,638,949
704: 746,79,712,80,335,99
705: 874,1087,466,341,188,189
706: 137,117,136,907,928,157,657
707: 52,1042,620,1151,72
708: 233,1179,339,1041,849,393
709: 512,138,367,820,999,972
710: 1039,467
711: 646,254,272,1222,522,376
712: 456,80,1217,61,608,79,704
713: 382,1159,187
714: 1000,468,1189,1244,1003,386
715: 784,1197,1257,934
716: 452,932,257,275,274,779
717: 945,368,724
718: 381,275,973,779,291,383
719: 619,476,964,82,1236,850
720: 974,470,492,1029
721: 726,977,209,208
722: 401,1056,480,83,769,668
723: 4,1096,5,15,798,1146
724: 368,912,717,677,266
725: 1057,1036,65,84,1214,406
726: 721,993,189,1003,209
727: 1260,276,277,888,679,405,293
728: 472,1173,388,1012,1164,296
729: 1074,665,1121,1180,86,870
730: 389,171,1248,621,1016,742
731: 436,871
732: 483,158,652,826,139,140
733: 473,664,1049,974,317
734: 806,351
735: 765,466,341,149,468,1189
736: 243,597,1192,900,1203,279,991
737: 642,126,147,474,167
738: 105,412,1005,125,768,644
739: 320,502,475,755,1009,894
740: 596,108,494,828,89,109
741: 676,297,280,853,333
742: 212,1060,1248,211,191,389,730
743: 802,489,744,1256,652,413
744: 141,1090,802,743,1092,413
745: 217,950,778,236,530,862
746: 704,80,100,99,827,837
747: 64,1055,62,63,476,1011
748: 1070,222,415,796,752,527,416
749: 215,795,193,1212,1041,214
750: 410,686,268,284,701
751: 87,790,332,343,68,665
752: 655,1070,222,535,748,416
753: 285,268,269,410,754
754: 417,269,695,372,753,285
755: 321,477,475,669,739,894,1264
756: 1136,678,92,786,344,112
757: 988,123,886,439,144,124
758: 385,1047,764,216,396,414
759: 808,418,242,243,903,900
760: 372,270,417,287,300,1218,610
761: 11,378,817,478,465,899
762: 93,419,54,869,1220,651
763: 658,152,345,565,491,814
764: 487,195,215,216,385,758
765: 129,479,781,466,735,149
766: 289,772,873,361,603,304
767: 196,897,1133,950,778,420
768: 738,126,644,147,641
769: 681,668,65,480,722,406
770: 1129,613,565,1061,531,346
771: 421,908,321,656,309,322,1264,1013
772: 766,289,927,909,290,873
773: 15,734,806,351,574,1147
774: 840,347,302,314,315,852
775: 541,422,549,350,404,836
776: 310,1013,481
777: 72,91,575,675,71,902
778: 767,745,950,783,420,862
779: 291,718,275,452,716,383,292
780: 1133,197,238,423,218,420
781: 1086,129,765,650,149,170
782: 654,47,914,524,1057,1036,482
783: 218,420,778,862,237,394
784: 348,1197,715,1257
785: 687,407,120,483,158,820
786: 92,1088,545,756,1089,112
787: 1018,906,484,301,314,323,965
788: 867,238,859,219,633,1265,1263
789: 133,684,360,345,153,154
790: 1032,332,485,68,751
791: 450,939,324,1022
792: 490,75,809,551,683,573
793: 438,17,847,7,501,920
794: 349,179,962,592,1183,199
795: 749,215,1213,365,1014,487,193
796: 415,440,1068,222,221,748
797: 1025,324,961,326,1022
798: 3,1097,1096,723,4,549
799: 1098,529,244,1099,425,263
800: 504,92,73,1157,579,1088
801: 919,922,911
802: 489,743,926,978,141,744
803: 506,156,884,176,1176,155,403
804: 472,295,581,296,309,310
805: 377,992,9,10,924
806: 734,5,15,773
807: 953
808: 759,224,418,446,244,903
809: 58,59,792,490,1145,573
810: 24,1195,10
811: 156,157,403,552,1102,177
812: 17,847,574,844,352,16
813: 550,246,1098,245,264
814: 172,763,345,153,491,173
815: 76,1004,1139,115,96,1143
816: 1015,1122,29,427,562,44
817: 1,378,934,761,11,12
818: 1158,205,206,580,864,226
819: 649,327,325
820: 158,999,138,687,785,709
821: 1224,297,614,676
822: 226,227,970
823: 846,430,496,14,843,493
824: 228,209,1000,229,247,640
825: 831,25,1252,1253,41,627,674
826: 139,732,834,159,140,576,428
827: 99,559,746,830,837,119
828: 1237,90,1069,494,577,89,740
829: 1113,284,701,283,298
830: 837,827,375,119,975,342
831: 12,11,26,25,825,1253
832: 440,353,685,200,855,1068
833: 699,299,936,340,436,731
834: 999,515,972,826,139,179,428
835: 1008,507,1052,495,697,78
836: 1211,350,775,541,14,606
837: 830,746,100,81,827,375
838: 1141,1077,845,539,568,520,1131
839: 1109,555,1108,52,707,1042
840: 774,1219,1198,429,347,302
841: 1085,286,347,484,301
842: 849,233,982,517,513,252
843: 493,823,496,438,879,910
844: 352,351,574
845: 439,144,1077,838,568,164
846: 430,823,4,1146,350,14
847: 17,812,16,496,793,438
848: 78,875,431,608,79,688
849: 232,339,233,708,982,842
850: 83,719,82,101,1236,102
851: 497,974,317,720,327,1035
852: 392,774,1037,302,315
853: 280,1164,741,1165,432,333
854: 1103,1047,234,984,1017,519
855: 201,355,685,832,1068
856: 1200,443,693,1234,19,33
857: 609,103,1214,1216,104,858,498
858: 585,103,857,498,988
859: 219,349,673,788,1265,433,239
860: 20,8,1094
861: 458,980,36,358,354,987
862: 745,778,783,530,237,960
863: 920,890,879,30,434,45
864: 205,818,959,454,435
865: 334,146,641,1155,680
866: 204,357,166,463,205,661
867: 788,238,218,633,394,1043,1263
868: 303,1037,1207,392,455,316
869: 1220,358,987,54,1221,762
870: 86,729,590,1180,105,948
871: 731,940
872: 40,1247,359,362,881,624
873: 290,766,772,877,937,304
874: 1250,1082,542,1087,169,705
875: 848,78,697,1078,437,688
876: 690,364,360,154,696,645
877: 943,937,873,304,305,399
878: 109,89,499,110,131,1153
879: 438,843,920,863,910,30
880: 288,429,361,1037,302,303
881: 56,628,362,872,624
882: 241,1046,527,260,1205,261,1193
883: 172,564,174,1163,891,1213,365
884: 176,500,662,398,803,506
885: 634,363,1051,57,1010,58
886: 498,988,757,694,1178,124
887: 924,21,1117
888: 307,291,383,276,727,405
889: 532,1062,115,690,364,366
890: 920,863,501,618,31,434
