0: 598,1195,930,895
1: 930,715,378,817,934
2: 3,380,348,1257,630,1096
3: 2,380,1096,13,798,1097
4: 798,1146,549,350,846
5: 723,806,1259,1096,15
6: 352,371,919
7: 17,922,501,793,373
8: 801,911,443
9: 10,805,887
10: 377,805
11: 761,817,12,831,899,25
12: 831,817,934,13,11,26
13: 3,380,934,1097,12,26
14: 493,1211,350,846,823,836
15: 1147,806,773,5,723,1146
16: 574,812,430,847
17: 7,812,352,371,847
18: 1235,911,8,443,1234
19: 856,923,1072,1200,32
20: 860,8,443,336,693
21: 35,887,458
22: 1117,374,36,861,980
23: 892,992,929,478,1119,465,698
24: 810,1195,377
25: 899,11,761,831,825,1252,39
26: 13,1097,12,831,1253
27: 674,41,1081,1266,1268,1080
28: 1210,387,606,1123,931,60
29: 910,493,43,30,1122,816,427
30: 879,863,910,29,45,1021,427
31: 618,890,923,434,1073,1072
32: 1200,19,1072,46,1204,537
33: 602,856,956,1200,548,1204
34: 1094,917
35: 21,968,458
36: 374,22,560,861,983,37
37: 611,36,560,38,983,362
38: 560,1119,892,359,37,362
39: 1252,998,627,698,899,25,1007
40: 359,1007,998,872,1051,1247
41: 825,674,1252,627,27,1266
42: 1010,1052,1268,1080,931,1008
43: 1123,493,1211,910,29,1122
44: 816,1015,562,1217,1215,61
45: 434,30,1021,427,1054,1055
46: 1073,1072,32,63,537,1011
47: 1204,1306,654,524,782
48: 653,1304,935,1028
49: 1305,447,672,1032,1034
50: 1028,447
51: 411
52: 839,411,462,1071,707
53: 467,354,1109,1108,356
54: 356,1302,1149,651
55: 1221,1255,1220,419,1156,74
56: 584,628,881,624,1255,1254
57: 885,1051,1247,1246,75,490
58: 634,885,1010,490,809,59
59: 495,58,1010,1052,809,1145
60: 1053,507,931,28,1210,1008
61: 712,1217,44,1215,608,456
62: 747,476,1054,1055,63,1238
63: 1055,1073,46,62,747,1011
64: 719,747,476,518,1056,82
65: 1057,1026,480,725,769,406
66: 1304,444,1307,914
67: 482,663,1032,84,1036,485,85
68: 790,751,1120,665,561,1121
69: 70,1237,1045,395,667,536
70: 69,1237,667,88,1277
71: 777,902,91,1152,1137,569
72: 1042,707,575,1151,91,777
73: 675,93,419,902,1157,800,504
74: 1156,55,419,1157,579,509
75: 1254,1246,57,490,1166,683,792
76: 516,77,1100,1139,815,1004
77: 1145,1144,573,1100,76,516
78: 431,507,835,697,848,875
79: 608,712,848,688,704,335
80: 100,712,456,964,704,746
81: 375,100,1236,850,837,101
82: 850,83,719,64,1056,722
83: 82,850,722,101,102,401
84: 1036,725,482,67,1214,85,609
85: 1216,609,84,67,485,1120
86: 729,1074,106,1005,948
87: 665,343,751,451,426,538
88: 1277,582,639
89: 577,499,740,109,878
90: 1239,670,577,828,1069
91: 72,670,1151,777,71,1152
92: 800,1136,504,1088,678,756,786
93: 762,675,1303,419,73,1157
94: 584,1156,1166,509,1167,424
95: 114,532,1101,1138,570,1062
96: 815,1004,97,1143,572,116,1294
97: 540,1004,96,1079,98,116,1294
