Glucose_exchange_input,Glutamine_exchange_input,G6P_input,FBP_input,G3P_input,PEP_input,lac_exchange_input,gln_input,glu_input,HK_knockdown,solution_output,g6p_change,fbp_change,g3p_change,pep_change,lac_change,gln_change,glu_change
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.225225225225225,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.225725725725726,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.226226226226226,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.226726726726727,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.227227227227227,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.227727727727728,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.228228228228228,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.228728728728729,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.229229229229229,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.22972972972973,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.23023023023023,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.230730730730731,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.231231231231231,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.231731731731732,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.232232232232232,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.232732732732733,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.233233233233233,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.233733733733734,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.234234234234234,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.234734734734735,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.235235235235235,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.235735735735736,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.236236236236236,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.236736736736737,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.237237237237237,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.237737737737738,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.238238238238238,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.238738738738739,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.239239239239239,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.23973973973974,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.24024024024024,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.240740740740741,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.241241241241241,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.241741741741742,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.242242242242242,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.242742742742743,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.243243243243243,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.243743743743744,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.244244244244244,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.244744744744745,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.245245245245245,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.245745745745746,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.246246246246246,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.246746746746747,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.247247247247247,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.247747747747748,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.248248248248248,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.248748748748749,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.249249249249249,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.24974974974975,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.25025025025025,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.250750750750751,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.251251251251251,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.251751751751752,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.252252252252252,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.252752752752753,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.253253253253253,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.253753753753754,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.254254254254254,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.254754754754755,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.255255255255255,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.255755755755756,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.256256256256256,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.256756756756757,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.257257257257257,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.257757757757758,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.258258258258258,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.258758758758759,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.259259259259259,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.25975975975976,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.26026026026026,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.260760760760761,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.261261261261261,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.261761761761762,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.262262262262262,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.262762762762763,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.263263263263263,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.263763763763764,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.264264264264264,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.264764764764765,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.265265265265265,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.265765765765766,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.266266266266266,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.266766766766767,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.267267267267267,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.267767767767768,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.268268268268268,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.268768768768769,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.269269269269269,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.26976976976977,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.27027027027027,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.270770770770771,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.271271271271271,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.271771771771772,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.272272272272272,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.272772772772773,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.273273273273273,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.273773773773774,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.274274274274274,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.274774774774775,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.275275275275275,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.275775775775776,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.276276276276276,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.276776776776777,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.277277277277277,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.277777777777778,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.278278278278278,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.278778778778779,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.279279279279279,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.27977977977978,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.28028028028028,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.280780780780781,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.281281281281281,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.281781781781782,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.282282282282282,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.282782782782783,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.283283283283283,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.283783783783784,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.284284284284284,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.284784784784785,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.285285285285285,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.285785785785786,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.286286286286286,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.286786786786787,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.287287287287287,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.287787787787788,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.288288288288288,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.288788788788789,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.289289289289289,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.28978978978979,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.29029029029029,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.290790790790791,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.291291291291291,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.291791791791792,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.292292292292292,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.292792792792793,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.293293293293293,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.293793793793794,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.294294294294294,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.294794794794795,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.295295295295295,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.295795795795796,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.296296296296296,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.296796796796797,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.297297297297297,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.297797797797798,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.298298298298298,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.298798798798799,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.299299299299299,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.2997997997998,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.3003003003003,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.300800800800801,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.301301301301301,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.301801801801802,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.302302302302302,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.302802802802803,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.303303303303303,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.303803803803804,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.304304304304304,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.304804804804805,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.305305305305305,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.305805805805806,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.306306306306306,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.306806806806807,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.307307307307307,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.307807807807808,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.308308308308308,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.308808808808809,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.309309309309309,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.30980980980981,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.31031031031031,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.310810810810811,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.311311311311311,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.311811811811812,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.312312312312312,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.312812812812813,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.313313313313313,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.313813813813814,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.314314314314314,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.314814814814815,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.315315315315315,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.315815815815816,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.316316316316316,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.316816816816817,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.317317317317317,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.317817817817818,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.318318318318318,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.318818818818819,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.319319319319319,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.31981981981982,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.32032032032032,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.320820820820821,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.321321321321321,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.321821821821822,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.322322322322322,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.322822822822823,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.323323323323323,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.323823823823824,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.324324324324324,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.324824824824825,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.325325325325325,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.325825825825826,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.326326326326326,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.326826826826827,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.327327327327327,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.327827827827828,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.328328328328328,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.328828828828829,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.329329329329329,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.32982982982983,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.33033033033033,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.330830830830831,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.331331331331331,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.331831831831832,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.332332332332332,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.332832832832833,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.333333333333333,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.333833833833834,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.334334334334334,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.334834834834835,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.335335335335335,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.335835835835836,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.336336336336336,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.336836836836837,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.337337337337337,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.337837837837838,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.338338338338338,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.338838838838839,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.339339339339339,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.33983983983984,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.34034034034034,0,0,0,0,0,0,0,0
