Glucose_exchange_input,Glutamine_exchange_input,G6P_input,FBP_input,G3P_input,PEP_input,lac_exchange_input,gln_input,glu_input,solution_output
0.21,0.003,1.68,0.16,0.24,0.64,14.9333333333333,0.906666666666667,1.33333333333333,0.0546288560170119
0.21,0.003,1.68,0.16,0.24,0.64,14.9333333333333,0.906666666666667,1.56,0.0552656141778369
0.21,0.003,1.68,0.16,0.24,0.64,14.9333333333333,1.08,0.88,0.0538422724065901
0.21,0.003,1.68,0.16,0.24,0.64,14.9333333333333,1.08,1.10666666666667,0.0544790305674159
0.21,0.003,1.68,0.16,0.24,0.64,14.9333333333333,1.08,1.33333333333333,0.0551157887282385
0.21,0.003,1.68,0.16,0.24,0.64,14.9333333333333,1.08,1.56,0.0557525468890607
0.21,0.003,1.68,0.16,0.24,0.64,19.2,0.56,0.88,0.0603721649185657
0.21,0.003,1.68,0.16,0.24,0.64,19.2,0.56,1.10666666666667,0.0610089230793947
0.21,0.003,1.68,0.16,0.24,0.64,19.2,0.56,1.33333333333333,0.0616456812401966
0.21,0.003,1.68,0.16,0.24,0.64,19.2,0.56,1.56,0.0622824394010296
0.21,0.003,1.68,0.16,0.24,0.64,19.2,0.733333333333333,0.88,0.0608590976297775
0.21,0.003,1.68,0.16,0.24,0.64,19.2,0.733333333333333,1.10666666666667,0.0614958557905841
0.21,0.003,1.68,0.16,0.24,0.64,19.2,0.733333333333333,1.33333333333333,0.0621326139514315
0.21,0.003,1.68,0.16,0.24,0.64,19.2,0.733333333333333,1.56,0.0627693721122467
0.21,0.003,1.68,0.16,0.24,0.64,19.2,0.906666666666667,0.88,0.0613460303409982
0.21,0.003,1.68,0.16,0.24,0.64,19.2,0.906666666666667,1.10666666666667,0.0619827885018256
0.21,0.003,1.68,0.16,0.24,0.64,19.2,0.906666666666667,1.33333333333333,0.0626195466626609
0.21,0.003,1.68,0.16,0.24,0.64,19.2,0.906666666666667,1.56,0.0632563048234863
0.21,0.003,1.68,0.16,0.24,0.64,19.2,1.08,0.88,0.0618329630522172
0.21,0.003,1.68,0.16,0.24,0.64,19.2,1.08,1.10666666666667,0.0624697212130347
0.21,0.003,1.68,0.16,0.24,0.64,19.2,1.08,1.33333333333333,0.0631064793738769
0.21,0.003,1.68,0.16,0.24,0.64,19.2,1.08,1.56,0.0637432375346814
0.21,0.003,1.68,0.16,0.24,0.64,6.4,0.56,0.88,0.036400092981671
0.21,0.003,1.68,0.16,0.24,0.84,6.4,0.56,1.10666666666667,0.0373906056762784
0.21,0.003,1.68,0.16,0.24,0.84,6.4,0.56,1.33333333333333,0.0380273638371102
0.21,0.003,1.68,0.16,0.24,0.84,6.4,0.56,1.56,0.0386641219979318
0.21,0.003,1.68,0.16,0.24,0.84,6.4,0.733333333333333,0.88,0.0372407802266843
0.21,0.003,1.68,0.16,0.24,0.84,6.4,0.733333333333333,1.10666666666667,0.0378775383875002
0.21,0.003,1.68,0.16,0.24,0.84,6.4,0.733333333333333,1.33333333333333,0.0385142965483301
0.21,0.003,1.68,0.16,0.24,0.84,6.4,0.733333333333333,1.56,0.0391510547091508
0.21,0.003,1.68,0.16,0.24,0.84,6.4,0.906666666666667,0.88,0.0377277129379018
0.21,0.003,1.68,0.16,0.24,0.84,6.4,0.906666666666667,1.10666666666667,0.0383644710987303
0.21,0.003,1.68,0.16,0.24,0.84,6.4,0.906666666666667,1.33333333333333,0.0390012292595529
0.21,0.003,1.68,0.16,0.24,0.84,6.4,0.906666666666667,1.56,0.039637987420375
0.21,0.003,1.68,0.16,0.24,0.84,6.4,1.08,0.88,0.0382146456491164
0.21,0.003,1.68,0.16,0.24,0.84,6.4,1.08,1.10666666666667,0.0388514038099499
0.21,0.003,1.68,0.16,0.24,0.84,6.4,1.08,1.33333333333333,0.0394881619707679
0.21,0.003,1.68,0.16,0.24,0.84,6.4,1.08,1.56,0.0401249201315952
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,0.56,0.88,0.0447445381610891
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,0.56,1.10666666666667,0.0453812963219197
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,0.56,1.33333333333333,0.0460180544827599
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,0.56,1.56,0.04665481264356
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,0.733333333333333,0.88,0.0452314708723145
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,0.733333333333333,1.10666666666667,0.0458682290331209
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,0.733333333333333,1.33333333333333,0.0465049871939564
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,0.733333333333333,1.56,0.0471417453547825
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,0.906666666666667,0.88,0.0457184035835333
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,0.906666666666667,1.10666666666667,0.0463551617443505
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,0.906666666666667,1.33333333333333,0.0469919199051788
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,0.906666666666667,1.56,0.047628678066002
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,1.08,0.88,0.0462053362947471
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,1.08,1.10666666666667,0.0468420944555728
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,1.08,1.33333333333333,0.0474788526163957
0.21,0.003,1.68,0.16,0.24,0.84,10.6666666666667,1.08,1.56,0.0481156107772251
