Glucose_exchange_input,Glutamine_exchange_input,solution_output
0.223,0.003,0.0635386009414254
0.223,0.00266666666666667,0.0635161271239791
0.223,0.00233333333333333,0.0634936533065531
0.223,0.002,0.063471179489115
0.223,0.00166666666666667,0.0634487056716695
0.223,0.00133333333333333,0.0634262318542255
0.223,0.001,0.0634037580367932
0.223,0.000666666666666667,0.0633812842193466
0.223,0.000333333333333333,0.0633588104019087
0.223,-0,0.0633363365844634
0.198222222222222,0.003,0.0610678313016796
0.198222222222222,0.00266666666666667,0.0610453574842436
0.198222222222222,0.00233333333333333,0.0610228836668131
0.198222222222222,0.002,0.0610004098493771
0.198222222222222,0.00166666666666667,0.0609779360319184
0.198222222222222,0.00133333333333333,0.0609554622144699
0.198222222222222,0.001,0.0609329883970329
0.198222222222222,0.000666666666666667,0.0609105145796016
0.198222222222222,0.000333333333333333,0.0608880407621648
0.198222222222222,-0,0.0608655669447168
0.173444444444444,0.003,0.0585970616619338
0.173444444444444,0.00266666666666667,0.05857458784449
0.173444444444444,0.00233333333333333,0.0585521140270548
0.173444444444444,0.002,0.0585296402096118
0.173444444444444,0.00166666666666667,0.05850716639218
0.173444444444444,0.00133333333333333,0.0584846925747181
0.173444444444444,0.001,0.0584622187572867
0.173444444444444,0.000666666666666667,0.058439744939838
0.173444444444444,0.000333333333333333,0.0584172711224107
0.173444444444444,-0,0.058394797304968
0.148666666666667,0.003,0.0561262920221724
0.148666666666667,0.00266666666666667,0.0561038182047569
0.148666666666667,0.00233333333333333,0.0560813443873042
0.148666666666667,0.002,0.0560588705698612
0.148666666666667,0.00166666666666667,0.0560363967524361
0.148666666666667,0.00133333333333333,0.0560139229349927
0.148666666666667,0.001,0.0559914491175439
0.148666666666667,0.000666666666666667,0.0559689753000965
0.148666666666667,0.000333333333333333,0.0559465014826629
0.148666666666667,-0,0.0559240276652173
0.123888888888889,0.003,0.0536555223824346
0.123888888888889,0.00266666666666667,0.0536330485649947
0.123888888888889,0.00233333333333333,0.0536105747475603
0.123888888888889,0.002,0.0535881009301134
0.123888888888889,0.00166666666666667,0.0535656271126838
0.123888888888889,0.00133333333333333,0.0535431532952359
0.123888888888889,0.001,0.053520679477812
0.123888888888889,0.000666666666666667,0.0534982056603466
0.123888888888889,0.000333333333333333,0.0534757318429112
0.123888888888889,-0,0.0534532580254734
0.0991111111111111,0.003,0.0511847527427027
0.0991111111111111,0.00266666666666667,0.0511622789252337
0.0991111111111111,0.00233333333333333,0.0511398051078075
0.0991111111111111,0.002,0.0511173312903736
0.0991111111111111,0.00166666666666667,0.0510948574729479
0.0991111111111111,0.00133333333333333,0.0510723836554758
0.0991111111111111,0.001,0.0510499098380325
0.0991111111111111,0.000666666666666667,0.051027436020597
0.0991111111111111,0.000333333333333333,0.0510049622031579
0.0991111111111111,-0,0.0509824883857253
0.0743333333333333,0.003,0.0487139831029329
0.0743333333333333,0.00266666666666667,0.0486915092855011
0.0743333333333333,0.00233333333333333,0.0486690354680653
0.0743333333333333,0.002,0.0486465616506227
0.0743333333333333,0.00166666666666667,0.0486240878331839
0.0743333333333333,0.00133333333333333,0.048601614015733
0.0743333333333333,0.001,0.0485791401982987
0.0743333333333333,0.000666666666666667,0.048556666380863
0.0743333333333333,0.000333333333333333,0.0485341925634107
0.0743333333333333,-0,0.0485117187459809
0.0495555555555556,0.003,0.0462432134632021
0.0495555555555556,0.00266666666666667,0.0462207396457502
0.0495555555555556,0.00233333333333333,0.0461982658283088
0.0495555555555556,0.002,0.0461757920108761
0.0495555555555556,0.00166666666666667,0.0461533181934353
0.0495555555555556,0.00133333333333333,0.0461308443759805
0.0495555555555556,0.001,0.0461083705585362
0.0495555555555556,0.000666666666666667,0.0460858967411054
0.0495555555555556,0.000333333333333333,0.0460634229236776
0.0495555555555556,-0,0.0460409491062251
0.0247777777777778,0.003,0.0437724438234417
0.0247777777777778,0.00266666666666667,0.0437499700060059
0.0247777777777778,0.00233333333333333,0.0437274961885486
0.0247777777777778,0.002,0.0437050223711301
0.0247777777777778,0.00166666666666667,0.0436825485536851
0.0247777777777778,0.00133333333333333,0.0436600747362433
0.0247777777777778,0.001,0.0436376009187871
0.0247777777777778,0.000666666666666667,0.043615127101346
0.0247777777777778,0.000333333333333333,0.043592653283924
0.0247777777777778,-0,0.0435701794664857
-0,0.003,0.0413016741836961
-0,0.00266666666666667,0.0412792003662531
-0,0.00233333333333333,0.0412567265488295
-0,0.002,0.0412342527313621
-0,0.00166666666666667,0.0412117789139381
-0,0.00133333333333333,0.0411893050964938
-0,0.001,0.0411668312790671
-0,0.000666666666666667,0.0411443574616104
-0,0.000333333333333333,0.0411218836441574
-0,-0,0.0410994098267248
